CLUSTER,DR2NAME,DR2_NUM,ID,ID_SOURCE,RA,DEC,BP_RP,GMAG,AGE,AV,PLX,DISTANCE,DM,BP_RP_0,M_G,BINARY_SHORT,BINARY_WIDE,PROT,E_PROT,PROT_REF,TEFF,MASS,BENCH
"Pleiades","Gaia DR2 67656665605333888","67656665605333888","210991540","EPIC",52.95779022006000,22.83999770452000,2.90810,16.6659,120.000,0.120000,8.15610,136.144,5.67000,2.85819,10.8928,0.00000,0.00000,0.574900,0.00000,"Rebull et al. (2016)",3241.33,0.232464,0
"Pleiades","Gaia DR2 67878663874731136","67878663874731136","211016313","EPIC",53.03286144733000,23.23243213127000,2.86370,16.1345,120.000,0.120000,6.91680,136.144,5.67000,2.81379,10.3614,0.00000,0.00000,0.319300,0.00000,"Rebull et al. (2016)",3265.81,0.245431,0
"Pleiades","Gaia DR2 67899520235887616","67899520235887616","211029135","EPIC",53.15763094694000,23.43292343768000,3.19790,17.2195,120.000,0.120000,7.21670,136.144,5.67000,3.14799,11.4464,0.00000,0.00000,0.286000,0.00000,"Rebull et al. (2016)",3097.46,0.175724,0
"Pleiades","Gaia DR2 67998201404864896","67998201404864896","211037397","EPIC",53.17636405151000,23.56656669616000,3.10000,16.6720,120.000,0.120000,7.20800,136.144,5.67000,3.05009,10.8989,0.00000,0.00000,0.499000,0.00000,"Rebull et al. (2016)",3144.56,0.189588,0
"Pleiades","Gaia DR2 61554650949438208","61554650949438208","210946764","EPIC",53.27436936179000,22.13405363809000,1.01560,11.1998,120.000,0.120000,7.43400,136.144,5.67000,0.965686,5.42669,0.00000,0.00000,5.76600,0.00000,"Rebull et al. (2016)",5354.53,0.926133,0
"Pleiades","Gaia DR2 67680854859714816","67680854859714816","211002011","EPIC",53.30800319775000,23.00623933884000,1.16730,11.6915,120.000,0.120000,7.91840,136.144,5.67000,1.11739,5.91839,0.00000,0.00000,7.64950,0.00000,"Rebull et al. (2016)",4977.78,0.837779,0
"Pleiades","Gaia DR2 67667935599570432","67667935599570432","210997742","EPIC",53.45758278805000,22.93867055371000,2.97650,17.2379,120.000,0.120000,7.19300,136.144,5.67000,2.92659,11.4648,0.00000,0.00000,0.374400,0.00000,"Rebull et al. (2016)",3205.27,0.213421,0
"Pleiades","Gaia DR2 67662330666441088","67662330666441088","210989751","EPIC",53.58075226560000,22.81160576855000,3.42260,18.4158,120.000,0.120000,7.02500,136.144,5.67000,3.37269,12.6427,0.00000,0.00000,0.713000,0.00000,"Rebull et al. (2016)",2954.95,0.140295,0
"Pleiades","Gaia DR2 64555694921236352","64555694921236352","210943453","EPIC",53.72901627649000,22.07945287411000,2.45240,15.0871,120.000,0.120000,7.11150,136.144,5.67000,2.40249,9.31399,0.00000,0.00000,0.827500,0.00000,"Rebull et al. (2016)",3524.86,0.430484,0
"Pleiades","Gaia DR2 68014964661425280","68014964661425280","211051561","EPIC",53.81787349507000,23.79925086361000,3.25580,17.4115,120.000,0.120000,7.41310,136.144,5.67000,3.20589,11.6384,0.00000,0.00000,0.472500,0.00000,"Rebull et al. (2016)",3067.81,0.167010,0
"Pleiades","Gaia DR2 67618285777617664","67618285777617664","210990525","EPIC",53.88215822025000,22.82338965959000,0.710300,9.72950,120.000,0.120000,7.57500,136.144,5.67000,0.660386,3.95639,0.00000,0.00000,2.79530,0.00000,"Rebull et al. (2016)",6291.70,1.20057,1
"Pleiades","Gaia DR2 64589062523316736","64589062523316736","210966931","EPIC",53.93453773267000,22.45259725841000,2.67800,15.7350,120.000,0.120000,7.09920,136.144,5.67000,2.62809,9.96189,0.00000,0.00000,1.88670,0.00000,"Rebull et al. (2016)",3377.24,0.312142,0
"Pleiades","Gaia DR2 64588748990094720","64588748990094720","210964488","EPIC",53.94344860304000,22.41371845697000,3.24780,17.4186,120.000,0.120000,7.14150,136.144,5.67000,3.19789,11.6455,0.00000,0.00000,0.493900,0.00000,"Rebull et al. (2016)",3072.05,0.168251,0
"Pleiades","Gaia DR2 58034495753990016","58034495753990016","210817078","EPIC",53.95113458822000,20.12842386928000,3.00950,15.9038,120.000,0.120000,11.0107,136.144,5.67000,2.95959,10.1307,0.00000,0.00000,0.662300,0.00000,"Rebull et al. (2016)",3188.59,0.204375,0
"Pleiades","Gaia DR2 67832346947351424","67832346947351424","211051975","EPIC",54.04620274428000,23.80626433092000,3.14600,17.2698,120.000,0.120000,7.29310,136.144,5.67000,3.09609,11.4967,0.00000,0.00000,0.549000,0.00000,"Rebull et al. (2016)",3122.60,0.183121,1
"Pleiades","Gaia DR2 64597927335800064","64597927335800064","210977505","EPIC",54.10151020920000,22.62360146939000,1.77210,13.5183,120.000,0.120000,7.28510,136.144,5.67000,1.72219,7.74519,0.00000,0.00000,11.1805,0.00000,"Rebull et al. (2016)",4036.81,0.625601,1
"Pleiades","Gaia DR2 68398732874994944","68398732874994944","211065162","EPIC",54.12635585110000,24.01199076872000,1.21430,11.9884,120.000,0.120000,7.04600,136.144,5.67000,1.16439,6.21529,0.00000,0.00000,7.55100,0.00000,"Rebull et al. (2016)",4873.64,0.814049,0
"Pleiades","Gaia DR2 67724697887107200","67724697887107200","211010818","EPIC",54.16007694412000,23.14548375082000,3.17030,17.5594,120.000,0.120000,7.35560,136.144,5.67000,3.12039,11.7863,0.00000,0.00000,0.304000,0.00000,"Rebull et al. (2016)",3110.94,0.179687,1
"Pleiades","Gaia DR2 64516460396264448","64516460396264448","210940129","EPIC",54.18390958138000,22.02732277482000,3.36660,17.4335,120.000,0.120000,NaN,136.144,5.67000,3.31669,11.6604,0.00000,0.00000,0.727000,0.00000,"Rebull et al. (2016)",2999.70,0.148063,0
"Pleiades","Gaia DR2 67747615832673408","67747615832673408","211013159","EPIC",54.31896153467000,23.18437173364000,3.00170,16.5335,120.000,0.120000,8.00500,136.144,5.67000,2.95179,10.7604,0.00000,0.00000,0.448700,0.00000,"Rebull et al. (2016)",3192.51,0.206572,0
"Pleiades","Gaia DR2 64575730944903552","64575730944903552","210960579","EPIC",54.35029445846000,22.35078867134000,0.695000,9.06950,120.000,0.120000,7.53320,136.144,5.67000,0.645086,3.29639,0.00000,0.00000,3.38760,0.00000,"Rebull et al. (2016)",6344.32,1.21810,0
"Pleiades","Gaia DR2 67736070960579072","67736070960579072","211013046","EPIC",54.40458841920000,23.18260940473000,2.99100,16.7943,120.000,0.120000,7.13920,136.144,5.67000,2.94109,11.0212,0.00000,0.00000,0.358000,0.00000,"Rebull et al. (2016)",3197.90,0.209535,0
"Pleiades","Gaia DR2 64574352259640192","64574352259640192","210956678","EPIC",54.42237314789000,22.28848123692000,3.29800,17.3388,120.000,0.120000,7.01450,136.144,5.67000,3.24809,11.5657,0.00000,0.00000,0.560200,0.00000,"Rebull et al. (2016)",3044.19,0.160053,0
"Pleiades","Gaia DR2 67756789882795008","67756789882795008","211025925","EPIC",54.48519316524000,23.38223857992000,2.79720,15.8874,120.000,0.120000,7.52650,136.144,5.67000,2.74729,10.1143,0.00000,0.00000,0.896900,0.00000,"Rebull et al. (2016)",3304.18,0.265751,1
"Pleiades","Gaia DR2 64671903852618624","64671903852618624","210969800","EPIC",54.59417918101000,22.49948541185000,0.750100,9.93380,120.000,0.120000,7.24840,136.144,5.67000,0.700186,4.16069,0.00000,0.00000,2.11160,0.00000,"Rebull et al. (2016)",6157.14,1.15487,1
"Pleiades","Gaia DR2 67732257029618048","67732257029618048","211008438","EPIC",54.59755024720000,23.10785247882000,2.12110,14.3129,120.000,0.120000,7.49100,136.144,5.67000,2.07119,8.53979,0.00000,0.00000,3.74790,0.00000,"Rebull et al. (2016)",3751.38,0.560996,1
"Pleiades","Gaia DR2 57311566858308736","57311566858308736","210803812","EPIC",54.79261007559000,19.92506277348000,2.85410,16.1268,120.000,0.120000,7.02410,136.144,5.67000,2.80419,10.3537,0.00000,0.00000,1.79990,0.00000,"Rebull et al. (2016)",3271.25,0.248309,0
"Pleiades","Gaia DR2 68236795427794816","68236795427794816","211081065","EPIC",54.88472731395000,24.26687032355000,2.89040,16.1514,120.000,0.120000,7.09010,136.144,5.67000,2.84049,10.3783,0.00000,0.00000,0.720000,0.00000,"Rebull et al. (2016)",3250.98,0.237575,0
"Pleiades","Gaia DR2 68174191984522368","68174191984522368","211058468","EPIC",54.92805756157000,23.90755665867000,2.93840,16.3211,120.000,0.120000,7.54860,136.144,5.67000,2.88849,10.5480,0.00000,0.00000,0.773400,0.00000,"Rebull et al. (2016)",3225.10,0.223882,1
"Pleiades","Gaia DR2 64600813554014592","64600813554014592","210946466","EPIC",54.93417698936000,22.12920708511000,2.59070,15.5717,120.000,0.120000,7.08260,136.144,5.67000,2.54079,9.79859,0.00000,0.00000,1.08100,0.00000,"Rebull et al. (2016)",3433.36,0.357728,0
"Pleiades","Gaia DR2 64656201452146304","64656201452146304","210979439","EPIC",54.93670694311000,22.65410945260000,3.12420,16.8169,120.000,0.120000,7.57430,136.144,5.67000,3.07429,11.0438,0.00000,0.00000,0.696100,0.00000,"Rebull et al. (2016)",3133.02,0.186173,0
"Pleiades","Gaia DR2 68175806892217216","68175806892217216","211063235","EPIC",54.94318450092000,23.98123806679000,2.64680,15.5586,120.000,0.120000,7.38780,136.144,5.67000,2.59689,9.78549,0.00000,0.00000,1.13770,0.00000,"Rebull et al. (2016)",3397.09,0.328251,1
"Pleiades","Gaia DR2 68147391388599808","68147391388599808","211054634","EPIC",54.95000103612000,23.84895165616000,2.95430,15.7656,120.000,0.120000,7.69600,136.144,5.67000,2.90439,9.99249,0.00000,0.00000,0.384700,0.00000,"Rebull et al. (2016)",3216.76,0.219428,0
"Pleiades","Gaia DR2 68145707761492608","68145707761492608","211049486","EPIC",54.96121431052000,23.76440874878000,3.30770,17.8159,120.000,0.120000,7.08860,136.144,5.67000,3.25779,12.0428,0.00000,0.00000,0.557200,0.00000,"Rebull et al. (2016)",3038.39,0.158382,0
"Pleiades","Gaia DR2 68232603539842944","68232603539842944","211077682","EPIC",54.98011326116000,24.21490249490000,3.23060,17.7246,120.000,0.120000,7.83830,136.144,5.67000,3.18069,11.9515,0.00000,0.00000,0.329100,0.00000,"Rebull et al. (2016)",3081.01,0.170882,0
"Pleiades","Gaia DR2 64653383953596032","64653383953596032","210978953","EPIC",55.02925547030000,22.64639697117000,3.15230,17.1777,120.000,0.120000,7.53340,136.144,5.67000,3.10239,11.4046,0.00000,0.00000,0.482000,0.00000,"Rebull et al. (2016)",3119.57,0.182231,1
"Pleiades","Gaia DR2 68232191222851456","68232191222851456","211077833","EPIC",55.02968575224000,24.21745658558000,3.27250,17.7282,120.000,0.120000,7.28560,136.144,5.67000,3.22259,11.9551,0.00000,0.00000,0.419800,0.00000,"Rebull et al. (2016)",3058.67,0.164314,1
"Pleiades","Gaia DR2 68238543478364032","68238543478364032","211088075","EPIC",55.06642659566000,24.37524300205000,3.44540,18.2235,120.000,0.120000,7.04570,136.144,5.67000,3.39549,12.4504,0.00000,0.00000,1.22240,0.00000,"Rebull et al. (2016)",2933.79,0.136550,1
"Pleiades","Gaia DR2 68170721650939264","68170721650939264","211058381","EPIC",55.07859448927000,23.90637863194000,2.95400,16.6886,120.000,0.120000,7.43860,136.144,5.67000,2.90409,10.9155,0.00000,0.00000,0.670200,0.00000,"Rebull et al. (2016)",3216.89,0.219501,1
"Pleiades","Gaia DR2 68183331674900864","68183331674900864","211070495","EPIC",55.10681123271000,24.09988621243000,3.05460,16.8972,120.000,0.120000,7.89980,136.144,5.67000,3.00469,11.1241,0.00000,0.00000,0.606000,0.00000,"Rebull et al. (2016)",3166.39,0.195943,0
"Pleiades","Gaia DR2 68183125516472320","68183125516472320","211069863","EPIC",55.11009507905000,24.08977026620000,2.63170,15.5382,120.000,0.120000,6.68290,136.144,5.67000,2.58179,9.76509,0.00000,0.00000,0.765400,0.00000,"Rebull et al. (2016)",3406.78,0.336136,0
"Pleiades","Gaia DR2 68233531252642432","68233531252642432","211079106","EPIC",55.11240320556000,24.23714551181000,2.97550,16.5067,120.000,0.120000,7.51480,136.144,5.67000,2.92559,10.7336,0.00000,0.00000,0.823500,0.00000,"Rebull et al. (2016)",3205.78,0.213683,1
"Pleiades","Gaia DR2 68334235349446528","68334235349446528","211095259","EPIC",55.12810756694000,24.48711984594000,1.12480,11.5117,120.000,0.120000,7.24050,136.144,5.67000,1.07489,5.73859,0.00000,0.00000,6.81320,0.00000,"Rebull et al. (2016)",5077.08,0.860474,0
"Pleiades","Gaia DR2 65125452399528320","65125452399528320","211036360","EPIC",55.13134216988000,23.55045514885000,2.17660,14.4285,120.000,0.120000,7.44460,136.144,5.67000,2.12669,8.65539,0.00000,0.00000,2.33700,0.00000,"Rebull et al. (2016)",3712.27,0.549448,0
"Pleiades","Gaia DR2 68129764842889600","68129764842889600","211044536","EPIC",55.14330170778000,23.68241231352000,0.918300,10.6978,120.000,0.120000,7.42660,136.144,5.67000,0.868386,4.92469,0.00000,0.00000,4.54870,0.00000,"Rebull et al. (2016)",5628.37,0.997511,1
"Pleiades","Gaia DR2 63436396380626688","63436396380626688","210872505","EPIC",55.14724773070000,20.96556390315000,2.44490,14.8697,120.000,0.120000,7.49230,136.144,5.67000,2.39499,9.09659,0.00000,0.00000,0.534000,0.00000,"Rebull et al. (2016)",3529.87,0.433986,1
"Pleiades","Gaia DR2 65119469509073152","65119469509073152","211029757","EPIC",55.16450186805000,23.44287282201000,3.52140,18.5962,120.000,0.120000,7.43450,136.144,5.67000,3.47149,12.8231,0.00000,0.00000,0.327400,0.00000,"Rebull et al. (2016)",2846.79,0.121177,0
"Pleiades","Gaia DR2 64215125490886656","64215125490886656","210888723","EPIC",55.20586006784000,21.21523613666000,3.06560,16.5941,120.000,0.120000,7.36360,136.144,5.67000,3.01569,10.8210,0.00000,0.00000,3.75010,0.00000,"Rebull et al. (2016)",3161.07,0.194395,0
"Pleiades","Gaia DR2 65119164567417856","65119164567417856","211028209","EPIC",55.21027404174000,23.41824585934000,0.901300,10.6592,120.000,0.120000,7.40400,136.144,5.67000,0.851386,4.88609,0.00000,0.00000,4.39500,0.00000,"Rebull et al. (2016)",5678.71,1.01261,1
"Pleiades","Gaia DR2 63410622280810368","63410622280810368","210854098","EPIC",55.21285120726000,20.68799435145000,3.30920,18.1222,120.000,0.120000,7.08670,136.144,5.67000,3.25929,12.3491,0.00000,0.00000,0.345100,0.00000,"Rebull et al. (2016)",3037.53,0.158132,1
"Pleiades","Gaia DR2 65125864716379264","65125864716379264","211039307","EPIC",55.21372985884000,23.59822551532000,1.37700,12.4571,120.000,0.120000,7.43850,136.144,5.67000,1.32709,6.68399,0.00000,0.00000,8.32470,0.00000,"Rebull et al. (2016)",4557.91,0.743316,1
"Pleiades","Gaia DR2 68186114813689344","68186114813689344","211078393","EPIC",55.25168888006000,24.22627317196000,3.07330,17.0485,120.000,0.120000,7.18070,136.144,5.67000,3.02339,11.2754,0.00000,0.00000,0.521400,0.00000,"Rebull et al. (2016)",3157.33,0.193327,1
"Pleiades","Gaia DR2 68152820227358720","68152820227358720","211046948","EPIC",55.26255807160000,23.72248537837000,2.72230,15.8105,120.000,0.120000,7.46680,136.144,5.67000,2.67239,10.0374,0.00000,0.00000,1.45560,0.00000,"Rebull et al. (2016)",3349.51,0.290013,1
"Pleiades","Gaia DR2 68156290560900480","68156290560900480","211053922","EPIC",55.27187090494000,23.83735928439000,3.33940,18.0262,120.000,0.120000,7.46950,136.144,5.67000,3.28949,12.2531,0.00000,0.00000,0.344600,0.00000,"Rebull et al. (2016)",3018.45,0.152414,1
"Pleiades","Gaia DR2 63430967540546048","63430967540546048","210865020","EPIC",55.30627798883000,20.85468097997000,2.79800,15.2261,120.000,0.120000,NaN,136.144,5.67000,2.74809,9.45299,0.00000,0.00000,13.0526,0.00000,"Rebull et al. (2016)",3303.71,0.265507,0
"Pleiades","Gaia DR2 65107860213588096","65107860213588096","211026087","EPIC",55.30763347007000,23.38474831702000,1.72600,13.5028,120.000,0.120000,7.22250,136.144,5.67000,1.67609,7.72969,0.00000,0.00000,10.0234,0.00000,"Rebull et al. (2016)",4083.42,0.635670,1
"Pleiades","Gaia DR2 68162028637205888","68162028637205888","211055424","EPIC",55.33071154501000,23.86147416249000,3.09920,16.9171,120.000,0.120000,7.21300,136.144,5.67000,3.04929,11.1440,0.00000,0.00000,0.425200,0.00000,"Rebull et al. (2016)",3144.94,0.189701,0
"Pleiades","Gaia DR2 68283421593270400","68283421593270400","211089510","EPIC",55.34359577354000,24.39755485140000,3.35720,17.5942,120.000,0.120000,7.41870,136.144,5.67000,3.30729,11.8211,0.00000,0.00000,0.322600,0.00000,"Rebull et al. (2016)",3006.36,0.149390,0
"Pleiades","Gaia DR2 68162921990400256","68162921990400256","211059880","EPIC",55.34540673411000,23.92991344074000,2.88810,16.2767,120.000,0.120000,7.29200,136.144,5.67000,2.83819,10.5036,0.00000,0.00000,0.730800,0.00000,"Rebull et al. (2016)",3252.23,0.238236,1
"Pleiades","Gaia DR2 64401389632616960","64401389632616960","210940436","EPIC",55.34783839512000,22.03151602710000,3.21540,16.9198,120.000,0.120000,7.21920,136.144,5.67000,3.16549,11.1467,0.00000,0.00000,0.745300,0.00000,"Rebull et al. (2016)",3088.73,0.173158,0
"Pleiades","Gaia DR2 65101606741121792","65101606741121792","211018106","EPIC",55.35827154251000,23.25981238597000,3.11860,16.8627,120.000,0.120000,7.50060,136.144,5.67000,3.06869,11.0896,0.00000,0.00000,0.538400,0.00000,"Rebull et al. (2016)",3135.69,0.186957,1
"Pleiades","Gaia DR2 65047043476608128","65047043476608128","211010041","EPIC",55.35989921094000,23.13394534282000,3.10850,16.7661,120.000,0.120000,6.97230,136.144,5.67000,3.05859,10.9930,0.00000,0.00000,0.839300,0.00000,"Rebull et al. (2016)",3140.50,0.188380,0
"Pleiades","Gaia DR2 68167835432980480","68167835432980480","211065494","EPIC",55.36208584847000,24.01718892303000,2.98010,15.5402,120.000,0.120000,7.35370,136.144,5.67000,2.93019,9.76709,0.00000,0.00000,0.359100,0.00000,"Rebull et al. (2016)",3203.43,0.212467,0
"Pleiades","Gaia DR2 65150947325369600","65150947325369600","211046102","EPIC",55.36604084050000,23.70814343520000,0.975600,10.9669,120.000,0.120000,7.39250,136.144,5.67000,0.925686,5.19379,0.00000,0.00000,5.46780,0.00000,"Rebull et al. (2016)",5464.12,0.953531,1
"Pleiades","Gaia DR2 68168419548529920","68168419548529920","211067927","EPIC",55.38008971820000,24.05674369713000,3.14580,17.1750,120.000,0.120000,7.94460,136.144,5.67000,3.09589,11.4019,0.00000,0.00000,0.386800,0.00000,"Rebull et al. (2016)",3122.69,0.183149,0
"Pleiades","Gaia DR2 65147438335354624","65147438335354624","211041753","EPIC",55.39506324087000,23.63754629995000,3.10230,17.3212,120.000,0.120000,7.34670,136.144,5.67000,3.05239,11.5481,0.00000,0.00000,0.516800,0.00000,"Rebull et al. (2016)",3143.44,0.189253,1
"Pleiades","Gaia DR2 68282837477714816","68282837477714816","211088777","EPIC",55.41178380959000,24.38575233359000,3.19310,17.6676,120.000,0.120000,7.04470,136.144,5.67000,3.14319,11.8945,0.00000,0.00000,1.59720,0.00000,"Rebull et al. (2016)",3099.81,0.176415,1
"Pleiades","Gaia DR2 65151531440914560","65151531440914560","211049396","EPIC",55.41502822466000,23.76289001171000,1.89910,13.8771,120.000,0.120000,7.54250,136.144,5.67000,1.84919,8.10399,0.00000,0.00000,11.0063,0.00000,"Rebull et al. (2016)",3921.63,0.603648,0
"Pleiades","Gaia DR2 65042439271761280","65042439271761280","211002985","EPIC",55.44449638141000,23.02200469493000,3.19040,17.3208,120.000,0.120000,7.00100,136.144,5.67000,3.14049,11.5477,0.00000,0.00000,0.294300,0.00000,"Rebull et al. (2016)",3101.16,0.176810,1
"Pleiades","Gaia DR2 65042645428743680","65042645428743680","211005163","EPIC",55.45410489622000,23.05639233370000,3.42650,17.7854,120.000,0.120000,6.93090,136.144,5.67000,3.37659,12.0123,0.00000,0.00000,0.239100,0.00000,"Rebull et al. (2016)",2951.51,0.139685,0
"Pleiades","Gaia DR2 68279225408437888","68279225408437888","211084813","EPIC",55.46464119102000,24.32412384375000,3.33300,18.9984,120.000,0.120000,7.59320,136.144,5.67000,3.28309,13.2253,0.00000,0.00000,0.648600,0.00000,"Rebull et al. (2016)",3022.59,0.153618,0
"Pleiades","Gaia DR2 68262973252098304","68262973252098304","211071863","EPIC",55.47065368763000,24.12342025124000,3.06850,17.2557,120.000,0.120000,7.33160,136.144,5.67000,3.01859,11.4826,0.00000,0.00000,0.515000,0.00000,"Rebull et al. (2016)",3159.64,0.193986,1
"Pleiades","Gaia DR2 65131121756446592","65131121756446592","211030680","EPIC",55.47365166994000,23.45780364133000,1.85840,13.4514,120.000,0.120000,7.69550,136.144,5.67000,1.80849,7.67829,0.00000,0.00000,7.15030,0.00000,"Rebull et al. (2016)",3956.68,0.610319,1
"Pleiades","Gaia DR2 68164055861758976","68164055861758976","211063081","EPIC",55.48641154560000,23.97856889679000,3.11140,17.4920,120.000,0.120000,5.81530,136.144,5.67000,3.06149,11.7189,0.00000,0.00000,0.400700,0.00000,"Rebull et al. (2016)",3139.14,0.187976,0
"Pleiades","Gaia DR2 65040686925109760","65040686925109760","210998478","EPIC",55.49448624638000,22.95034904354000,2.67340,15.6387,120.000,0.120000,7.39580,136.144,5.67000,2.62349,9.86559,0.00000,0.00000,6.84200,0.00000,"Rebull et al. (2016)",3380.14,0.314506,1
"Pleiades","Gaia DR2 65153833543386624","65153833543386624","211046046","EPIC",55.49458835528000,23.70714162719000,1.95930,13.9689,120.000,0.120000,7.34490,136.144,5.67000,1.90939,8.19579,0.00000,0.00000,7.78330,0.00000,"Rebull et al. (2016)",3872.43,0.594236,1
"Pleiades","Gaia DR2 68263145050803840","68263145050803840","211074799","EPIC",55.50162138420000,24.17006666209000,3.39650,18.5976,120.000,0.120000,7.39250,136.144,5.67000,3.34659,12.8245,0.00000,0.00000,0.282100,0.00000,"Rebull et al. (2016)",2976.94,0.144169,0
"Pleiades","Gaia DR2 68265588889169664","68265588889169664","211077349","EPIC",55.51202747718000,24.20990524251000,2.52780,15.2953,120.000,0.120000,7.33830,136.144,5.67000,2.47789,9.52219,0.00000,0.00000,0.699500,0.00000,"Rebull et al. (2016)",3474.70,0.391313,1
"Pleiades","Gaia DR2 65161250950264192","65161250950264192","211059979","EPIC",55.51226872898000,23.93155624849000,2.68900,15.5001,120.000,0.120000,7.54110,136.144,5.67000,2.63909,9.72699,0.00000,0.00000,0.888900,0.00000,"Rebull et al. (2016)",3370.29,0.306469,0
"Pleiades","Gaia DR2 68291977168100480","68291977168100480","211098454","EPIC",55.51383494332000,24.53688652468000,2.50210,15.2763,120.000,0.120000,7.22780,136.144,5.67000,2.45219,9.50319,0.00000,0.00000,2.25760,0.00000,"Rebull et al. (2016)",3491.72,0.405162,1
"Pleiades","Gaia DR2 65134592089910656","65134592089910656","211038660","EPIC",55.53692135260000,23.58790206407000,2.34290,14.8186,120.000,0.120000,7.31320,136.144,5.67000,2.29299,9.04549,0.00000,0.00000,3.01350,0.00000,"Rebull et al. (2016)",3598.45,0.482432,1
"Pleiades","Gaia DR2 68259438496008832","68259438496008832","211069615","EPIC",55.54559682031000,24.08553709751000,2.50000,14.7948,120.000,0.120000,7.75780,136.144,5.67000,2.45009,9.02169,0.00000,0.00000,0.477400,0.00000,"Rebull et al. (2016)",3493.12,0.406301,1
"Pleiades","Gaia DR2 68284104491279872","68284104491279872","211084148","EPIC",55.55626055868000,24.31367823720000,3.23070,17.8882,120.000,0.120000,7.14190,136.144,5.67000,3.18079,12.1151,0.00000,0.00000,0.713100,0.00000,"Rebull et al. (2016)",3080.95,0.170864,1
"Pleiades","Gaia DR2 63340154753661440","63340154753661440","210832378","EPIC",55.55799409908000,20.36198820792000,3.08080,16.8311,120.000,0.120000,8.00080,136.144,5.67000,3.03089,11.0580,0.00000,0.00000,0.465600,0.00000,"Rebull et al. (2016)",3153.73,0.192289,0
"Pleiades","Gaia DR2 65053915424355584","65053915424355584","211013627","EPIC",55.56411194575000,23.19182214065000,3.23730,17.1351,120.000,0.120000,7.32640,136.144,5.67000,3.18739,11.3620,0.00000,0.00000,1.01880,0.00000,"Rebull et al. (2016)",3077.52,0.169856,0
"Pleiades","Gaia DR2 68261053403709312","68261053403709312","211071431","EPIC",55.57465066530000,24.11588549014000,3.14330,17.0543,120.000,0.120000,7.19490,136.144,5.67000,3.09339,11.2812,0.00000,0.00000,0.602600,0.00000,"Rebull et al. (2016)",3123.89,0.183498,1
"Pleiades","Gaia DR2 68363411064150272","68363411064150272","211106429","EPIC",55.58985269100000,24.66447770916000,1.90820,13.8532,120.000,0.120000,7.44200,136.144,5.67000,1.85829,8.08009,0.00000,0.00000,2.97940,0.00000,"Rebull et al. (2016)",3914.00,0.602192,1
"Pleiades","Gaia DR2 64317998547641344","64317998547641344","210905362","EPIC",55.60007599270000,21.47328416508000,0.718100,9.70650,120.000,0.120000,7.71950,136.144,5.67000,0.668186,3.93339,0.00000,0.00000,2.37870,0.00000,"Rebull et al. (2016)",6265.06,1.19169,0
"Pleiades","Gaia DR2 65156891560085504","65156891560085504","211055359","EPIC",55.60954800940000,23.86061383554000,3.16410,17.6776,120.000,0.120000,7.29790,136.144,5.67000,3.11419,11.9045,0.00000,0.00000,0.495800,0.00000,"Rebull et al. (2016)",3113.91,0.180563,1
"Pleiades","Gaia DR2 65027905102436608","65027905102436608","210994935","EPIC",55.60962609589000,22.89446448682000,1.83990,13.7172,120.000,0.120000,7.36910,136.144,5.67000,1.78999,7.94409,0.00000,0.00000,4.22640,0.00000,"Rebull et al. (2016)",3973.15,0.613458,1
"Pleiades","Gaia DR2 68265279651517056","68265279651517056","211078992","EPIC",55.60961448507000,24.23535656497000,2.87700,16.2898,120.000,0.120000,7.39620,136.144,5.67000,2.82709,10.5167,0.00000,0.00000,0.951900,0.00000,"Rebull et al. (2016)",3258.37,0.241492,1
"Pleiades","Gaia DR2 64456262134709376","64456262134709376","210974364","EPIC",55.61385360587000,22.57339822521000,2.91310,15.7606,120.000,0.120000,7.26780,136.144,5.67000,2.86319,9.98749,0.00000,0.00000,1.97930,0.00000,"Rebull et al. (2016)",3238.60,0.231027,0
"Pleiades","Gaia DR2 65023232178029440","65023232178029440","210988354","EPIC",55.62266390714000,22.79038941509000,2.10600,14.2380,120.000,0.120000,7.24250,136.144,5.67000,2.05609,8.46489,0.00000,0.00000,0.325000,0.00000,"Rebull et al. (2016)",3762.18,0.564171,1
"Pleiades","Gaia DR2 63391174669006080","63391174669006080","210862226","EPIC",55.62382400949000,20.81090151204000,3.02500,16.4359,120.000,0.120000,7.52500,136.144,5.67000,2.97509,10.6628,0.00000,0.00000,1.29130,0.00000,"Rebull et al. (2016)",3180.88,0.200686,0
"Pleiades","Gaia DR2 68261946756899456","68261946756899456","211075627","EPIC",55.64160601643000,24.18338988680000,3.14000,17.7214,120.000,0.120000,7.36190,136.144,5.67000,3.09009,11.9483,0.00000,0.00000,0.564100,0.00000,"Rebull et al. (2016)",3125.47,0.183962,1
"Pleiades","Gaia DR2 65079788307324672","65079788307324672","211025007","EPIC",55.65117606460000,23.36784488762000,2.84300,16.1622,120.000,0.120000,7.42250,136.144,5.67000,2.79309,10.3891,0.00000,0.00000,1.55100,0.00000,"Rebull et al. (2016)",3277.55,0.251641,1
"Pleiades","Gaia DR2 65254851174771584","65254851174771584","211063744","EPIC",55.66768278293000,23.98916689579000,2.49490,14.8356,120.000,0.120000,7.27220,136.144,5.67000,2.44499,9.06249,0.00000,0.00000,0.258700,0.00000,"Rebull et al. (2016)",3496.52,0.409067,0
