CLUSTER,DR2NAME,DR2_NUM,ID,ID_SOURCE,RA,DEC,BP_RP,GMAG,AGE,AV,PLX,DISTANCE,DM,BP_RP_0,M_G,BINARY_SHORT,BINARY_WIDE,PROT,E_PROT,PROT_REF,TEFF,MASS,BENCH
"Pleiades","Gaia DR2 63849572235829248","63849572235829248","210945519","EPIC",57.84954625620000,22.11319085059000,1.47490,12.7481,120.000,0.120000,7.22570,136.144,5.67000,1.42499,6.97499,0.00000,0.00000,6.43060,0.00000,"Rebull et al. (2016)",4399.46,0.710301,1
"Pleiades","Gaia DR2 66867800374681344","66867800374681344","211131748","EPIC",57.84963326863000,25.09781114989000,2.53760,15.4057,120.000,0.120000,7.28350,136.144,5.67000,2.48769,9.63259,0.00000,0.00000,4.39100,0.00000,"Rebull et al. (2016)",3468.21,0.386050,1
"Pleiades","Gaia DR2 66905561723623808","66905561723623808","211138883","EPIC",57.90185887467000,25.22783767097000,3.07840,16.5518,120.000,0.120000,NaN,136.144,5.67000,3.02849,10.7787,0.00000,0.00000,0.692800,0.00000,"Rebull et al. (2016)",3154.87,0.192620,0
"Pleiades","Gaia DR2 65660158649542784","65660158649542784","211013066","EPIC",57.90855477372000,23.18292705058000,1.69490,12.8489,120.000,0.120000,7.92470,136.144,5.67000,1.64499,7.07579,0.00000,0.00000,3.95780,0.00000,"Rebull et al. (2016)",4116.58,0.643661,0
"Pleiades","Gaia DR2 65675895409522048","65675895409522048","211025002","EPIC",57.91290232855000,23.36773673547000,3.11990,17.1349,120.000,0.120000,8.23610,136.144,5.67000,3.06999,11.3618,0.00000,0.00000,0.318500,0.00000,"Rebull et al. (2016)",3135.06,0.186771,0
"Pleiades","Gaia DR2 66863058730966528","66863058730966528","211125210","EPIC",57.91861227574000,24.98296932289000,0.916100,10.6971,120.000,0.120000,7.40300,136.144,5.67000,0.866186,4.92399,0.00000,0.00000,3.37010,0.00000,"Rebull et al. (2016)",5634.84,0.999453,0
"Pleiades","Gaia DR2 63730309581781376","63730309581781376","210917754","EPIC",57.92546642631000,21.66816744959000,1.06610,11.2558,120.000,0.120000,7.15010,136.144,5.67000,1.01619,5.48269,0.00000,0.00000,5.44470,0.00000,"Rebull et al. (2016)",5222.24,0.893656,0
"Pleiades","Gaia DR2 65674383581036800","65674383581036800","211020371","EPIC",57.96319951354000,23.29461297584000,2.62110,15.4383,120.000,0.120000,7.47660,136.144,5.67000,2.57119,9.66519,0.00000,0.00000,0.868900,0.00000,"Rebull et al. (2016)",3413.62,0.341693,1
"Pleiades","Gaia DR2 65688539793220480","65688539793220480","211038222","EPIC",57.96486082235000,23.58017750683000,3.27330,17.6275,120.000,0.120000,7.52870,136.144,5.67000,3.22339,11.8544,0.00000,0.00000,0.834400,0.00000,"Rebull et al. (2016)",3058.28,0.164198,1
"Pleiades","Gaia DR2 63826070174824192","63826070174824192","210927253","EPIC",57.96492207543000,21.82121737496000,2.92810,16.3134,120.000,0.120000,7.37440,136.144,5.67000,2.87819,10.5403,0.00000,0.00000,0.813000,0.00000,"Rebull et al. (2016)",3230.55,0.226776,1
"Pleiades","Gaia DR2 63826448131945984","63826448131945984","210927331","EPIC",57.96633146218000,21.82257086475000,2.78950,15.8665,120.000,0.120000,7.45670,136.144,5.67000,2.73959,10.0934,0.00000,0.00000,1.31310,0.00000,"Rebull et al. (2016)",3308.75,0.268146,1
"Pleiades","Gaia DR2 65688333634791040","65688333634791040","211036881","EPIC",57.97721896747000,23.55857222988000,2.98330,15.8580,120.000,0.120000,NaN,136.144,5.67000,2.93339,10.0849,0.00000,0.00000,0.577800,0.00000,"Rebull et al. (2016)",3201.79,0.211610,0
"Pleiades","Gaia DR2 65680499614460800","65680499614460800","211023176","EPIC",57.98900483957000,23.33922774040000,1.47330,12.7206,120.000,0.120000,7.38320,136.144,5.67000,1.42339,6.94749,0.00000,0.00000,7.30220,0.00000,"Rebull et al. (2016)",4401.87,0.710804,1
"Pleiades","Gaia DR2 66665902550940672","66665902550940672","211106636","EPIC",57.99514450355000,24.66773033286000,2.64790,15.6446,120.000,0.120000,7.31680,136.144,5.67000,2.59799,9.87149,0.00000,0.00000,0.336300,0.00000,"Rebull et al. (2016)",3396.37,0.327673,0
"Pleiades","Gaia DR2 66665902550940800","66665902550940800","211106535","EPIC",57.99722672164000,24.66618453828000,2.73500,15.8324,120.000,0.120000,7.43030,136.144,5.67000,2.68509,10.0593,0.00000,0.00000,0.961800,0.00000,"Rebull et al. (2016)",3341.68,0.285347,0
"Pleiades","Gaia DR2 66886011036187392","66886011036187392","211127537","EPIC",58.00691910322000,25.02463031354000,2.96150,16.5297,120.000,0.120000,7.51790,136.144,5.67000,2.91159,10.7566,0.00000,0.00000,0.712900,0.00000,"Rebull et al. (2016)",3212.99,0.217438,0
"Pleiades","Gaia DR2 66665692094551808","66665692094551808","211106344","EPIC",58.00940484704000,24.66306873135000,1.45050,11.6611,120.000,0.120000,2.22080,136.144,5.67000,1.40059,5.88799,0.00000,0.00000,0.293100,0.00000,"Rebull et al. (2016)",4436.88,0.718099,0
"Pleiades","Gaia DR2 66887660303617408","66887660303617408","211132111","EPIC",58.01103685460000,25.10400803373000,3.05430,16.8916,120.000,0.120000,7.19910,136.144,5.67000,3.00439,11.1185,0.00000,0.00000,0.509900,0.00000,"Rebull et al. (2016)",3166.54,0.195986,0
"Pleiades","Gaia DR2 66885942316710784","66885942316710784","211127297","EPIC",58.01499937053000,25.02031513992000,2.99620,16.9801,120.000,0.120000,7.39990,136.144,5.67000,2.94629,11.2070,0.00000,0.00000,0.631700,0.00000,"Rebull et al. (2016)",3195.24,0.208088,1
"Pleiades","Gaia DR2 63824901943723392","63824901943723392","210923443","EPIC",58.01832557148000,21.76071121059000,3.24930,17.5819,120.000,0.120000,7.35670,136.144,5.67000,3.19939,11.8088,0.00000,0.00000,0.886500,0.00000,"Rebull et al. (2016)",3071.23,0.168012,0
"Pleiades","Gaia DR2 64078167575681152","64078167575681152","210974893","EPIC",58.02330160669000,22.58185836934000,2.50920,15.1231,120.000,0.120000,7.59400,136.144,5.67000,2.45929,9.34999,0.00000,0.00000,1.98610,0.00000,"Rebull et al. (2016)",3487.02,0.401327,1
"Pleiades","Gaia DR2 63839023796354560","63839023796354560","210939705","EPIC",58.02785348325000,22.02053035653000,3.07140,17.1847,120.000,0.120000,8.07680,136.144,5.67000,3.02149,11.4116,0.00000,0.00000,0.468700,0.00000,"Rebull et al. (2016)",3158.27,0.193595,0
"Pleiades","Gaia DR2 66915560410893440","66915560410893440","211151674","EPIC",58.03320352008000,25.46503724238000,3.25110,17.4670,120.000,0.120000,7.20290,136.144,5.67000,3.20119,11.6939,0.00000,0.00000,0.460600,0.00000,"Rebull et al. (2016)",3070.28,0.167733,0
"Pleiades","Gaia DR2 51609980593783424","51609980593783424","210866482","EPIC",58.04682742593000,20.87582937264000,3.01990,16.6367,120.000,0.120000,7.91150,136.144,5.67000,2.96999,10.8636,0.00000,0.00000,0.322800,0.00000,"Rebull et al. (2016)",3183.39,0.201778,1
"Pleiades","Gaia DR2 66642641008348416","66642641008348416","211093203","EPIC",58.07317736249000,24.45533302923000,3.02270,16.5643,120.000,0.120000,7.38170,136.144,5.67000,2.97279,10.7912,0.00000,0.00000,0.597100,0.00000,"Rebull et al. (2016)",3182.03,0.201173,1
"Pleiades","Gaia DR2 63838886357191936","63838886357191936","210939348","EPIC",58.07696966688000,22.01471517571000,2.26700,14.8514,120.000,0.120000,6.67230,136.144,5.67000,2.21709,9.07829,0.00000,0.00000,1.99410,0.00000,"Rebull et al. (2016)",3649.98,0.518826,0
"Pleiades","Gaia DR2 63677326867342464","63677326867342464","210907442","EPIC",58.10251400133000,21.50611537016000,2.59190,15.2256,120.000,0.120000,7.57160,136.144,5.67000,2.54199,9.45249,0.00000,0.00000,1.81820,0.00000,"Rebull et al. (2016)",3432.57,0.357091,1
"Pleiades","Gaia DR2 66899239535574400","66899239535574400","211140155","EPIC",58.13080372437000,25.25194072775000,2.64370,15.6258,120.000,0.120000,7.36740,136.144,5.67000,2.59379,9.85269,0.00000,0.00000,1.22940,0.00000,"Rebull et al. (2016)",3399.07,0.329867,1
"Pleiades","Gaia DR2 64073597730589952","64073597730589952","210969937","EPIC",58.14369196591000,22.50196112598000,2.40020,14.9798,120.000,0.120000,6.92510,136.144,5.67000,2.35029,9.20669,0.00000,0.00000,1.76640,0.00000,"Rebull et al. (2016)",3559.85,0.455180,0
"Pleiades","Gaia DR2 66699712533433600","66699712533433600","211127164","EPIC",58.14723678147000,25.01779529076000,3.38790,17.0656,120.000,0.120000,7.47280,136.144,5.67000,3.33799,11.2925,0.00000,0.00000,0.515700,0.00000,"Rebull et al. (2016)",2983.71,0.145412,0
"Pleiades","Gaia DR2 67352066526730240","67352066526730240","211171449","EPIC",58.16219823109000,25.84025047889000,2.90420,16.2008,120.000,0.120000,7.58680,136.144,5.67000,2.85429,10.4277,0.00000,0.00000,1.05700,0.00000,"Rebull et al. (2016)",3243.43,0.233574,1
"Pleiades","Gaia DR2 66648001127514368","66648001127514368","211093906","EPIC",58.18022782007000,24.46611693932000,2.99410,16.8478,120.000,0.120000,7.20630,136.144,5.67000,2.94419,11.0747,0.00000,0.00000,0.692900,0.00000,"Rebull et al. (2016)",3196.33,0.208683,1
"Pleiades","Gaia DR2 66593437863017984","66593437863017984","211086444","EPIC",58.18540185918000,24.34968950130000,3.09590,17.1907,120.000,0.120000,7.28810,136.144,5.67000,3.04599,11.4176,0.00000,0.00000,0.456200,0.00000,"Rebull et al. (2016)",3146.50,0.190166,1
"Pleiades","Gaia DR2 66897933865345920","66897933865345920","211141637","EPIC",58.18905823597000,25.27966615315000,1.65160,13.2577,120.000,0.120000,7.20950,136.144,5.67000,1.60169,7.48459,0.00000,0.00000,5.00170,0.00000,"Rebull et al. (2016)",4165.27,0.655409,1
"Pleiades","Gaia DR2 63773774653147904","63773774653147904","210919084","EPIC",58.19032591282000,21.68869210370000,2.75260,15.7516,120.000,0.120000,7.24850,136.144,5.67000,2.70269,9.97849,0.00000,0.00000,1.14610,0.00000,"Rebull et al. (2016)",3330.92,0.280002,0
"Pleiades","Gaia DR2 63775355201110016","63775355201110016","210920246","EPIC",58.20296617382000,21.70760100429000,2.03900,13.9547,120.000,0.120000,7.80830,136.144,5.67000,1.98909,8.18159,0.00000,0.00000,0.553000,0.00000,"Rebull et al. (2016)",3811.16,0.578591,0
"Pleiades","Gaia DR2 63892006512622848","63892006512622848","210971348","EPIC",58.21555835238000,22.52561120688000,2.78640,15.7956,120.000,0.120000,7.30310,136.144,5.67000,2.73649,10.0225,0.00000,0.00000,1.10770,0.00000,"Rebull et al. (2016)",3310.58,0.269096,1
"Pleiades","Gaia DR2 63779134772193920","63779134772193920","210924735","EPIC",58.22091470359000,21.78172130329000,1.21920,11.6776,120.000,0.120000,6.01380,136.144,5.67000,1.16929,5.90449,0.00000,0.00000,1.75250,0.00000,"Rebull et al. (2016)",4863.12,0.811673,0
"Pleiades","Gaia DR2 66695688147432832","66695688147432832","211124025","EPIC",58.23308242433000,24.96147812677000,3.49650,18.7959,120.000,0.120000,7.16380,136.144,5.67000,3.44659,13.0228,0.00000,0.00000,0.0925000,0.00000,"Rebull et al. (2016)",2878.48,0.126790,0
"Pleiades","Gaia DR2 63884584809145600","63884584809145600","210965731","EPIC",58.23743458895000,22.43351725022000,2.51980,15.2116,120.000,0.120000,7.52950,136.144,5.67000,2.46989,9.43849,0.00000,0.00000,1.29000,0.00000,"Rebull et al. (2016)",3479.98,0.395605,1
"Pleiades","Gaia DR2 51637189209160192","51637189209160192","210880560","EPIC",58.24321377453000,21.08874715769000,3.24150,17.0436,120.000,0.120000,NaN,136.144,5.67000,3.19159,11.2705,0.00000,0.00000,0.431700,0.00000,"Rebull et al. (2016)",3075.37,0.169224,0
"Pleiades","Gaia DR2 67278158729741696","67278158729741696","211150258","EPIC",58.24497654729000,25.43848785576000,3.01180,17.5160,120.000,0.120000,7.60190,136.144,5.67000,2.96189,11.7429,0.00000,0.00000,0.171400,0.00000,"Rebull et al. (2016)",3187.44,0.203758,0
"Pleiades","Gaia DR2 66694455493470464","66694455493470464","211120561","EPIC",58.24651845676000,24.90134872585000,1.86780,13.7607,120.000,0.120000,7.26070,136.144,5.67000,1.81789,7.98759,0.00000,0.00000,2.48610,0.00000,"Rebull et al. (2016)",3948.44,0.608751,1
"Pleiades","Gaia DR2 66705274514309632","66705274514309632","211130173","EPIC",58.27143184528000,25.07091768461000,3.48950,18.2722,120.000,0.120000,5.02540,136.144,5.67000,3.43959,12.4991,0.00000,0.00000,0.474400,0.00000,"Rebull et al. (2016)",2886.82,0.128263,0
"Pleiades","Gaia DR2 67304959325424768","67304959325424768","211168863","EPIC",58.28042536056000,25.78916033280000,3.29570,17.6086,120.000,0.120000,7.41540,136.144,5.67000,3.24579,11.8355,0.00000,0.00000,0.292300,0.00000,"Rebull et al. (2016)",3045.50,0.160434,1
"Pleiades","Gaia DR2 66570554277316992","66570554277316992","211068400","EPIC",58.34886868426000,24.06484288381000,1.00940,11.1627,120.000,0.120000,7.34320,136.144,5.67000,0.959486,5.38959,0.00000,0.00000,4.06500,0.00000,"Rebull et al. (2016)",5371.24,0.930311,1
"Pleiades","Gaia DR2 66702048995630848","66702048995630848","211128116","EPIC",58.35214399856000,25.03513989365000,3.19740,16.6326,120.000,0.120000,7.44050,136.144,5.67000,3.14749,10.8595,0.00000,0.00000,0.634100,0.00000,"Rebull et al. (2016)",3097.72,0.175801,0
"Pleiades","Gaia DR2 51622315739944704","51622315739944704","210871940","EPIC",58.38159201125000,20.95729872291000,2.99320,16.8815,120.000,0.120000,8.31140,136.144,5.67000,2.94329,11.1084,0.00000,0.00000,0.277300,0.00000,"Rebull et al. (2016)",3196.77,0.208923,0
"Pleiades","Gaia DR2 66597767189992832","66597767189992832","211090925","EPIC",58.42074478764000,24.41920922752000,2.40160,15.1118,120.000,0.120000,7.29060,136.144,5.67000,2.35169,9.33869,0.00000,0.00000,8.56050,0.00000,"Rebull et al. (2016)",3558.90,0.454514,0
"Pleiades","Gaia DR2 51616268426009472","51616268426009472","210863683","EPIC",58.42931281163000,20.83328627762000,1.99650,13.9920,120.000,0.120000,7.44020,136.144,5.67000,1.94659,8.21889,0.00000,0.00000,2.78260,0.00000,"Rebull et al. (2016)",3843.35,0.588079,1
"Pleiades","Gaia DR2 65717814290369920","65717814290369920","211048116","EPIC",58.44830553651000,23.74174841165000,2.95460,16.2458,120.000,0.120000,7.90750,136.144,5.67000,2.90469,10.4727,0.00000,0.00000,0.677500,0.00000,"Rebull et al. (2016)",3216.60,0.219348,0
"Pleiades","Gaia DR2 67331381964358656","67331381964358656","211177579","EPIC",58.45951199772000,25.96445801539000,0.934600,10.8789,120.000,0.120000,6.20280,136.144,5.67000,0.884686,5.10579,0.00000,0.00000,3.29720,0.00000,"Rebull et al. (2016)",5580.79,0.983231,0
"Pleiades","Gaia DR2 63876402894075904","63876402894075904","210964780","EPIC",58.47018092680000,22.41833776904000,1.31010,11.6739,120.000,0.120000,7.45160,136.144,5.67000,1.26019,5.90079,0.00000,0.00000,6.33530,0.00000,"Rebull et al. (2016)",4679.50,0.770211,0
"Pleiades","Gaia DR2 51526417710225408","51526417710225408","210840112","EPIC",58.49226729016000,20.48028222148000,2.30940,14.4650,120.000,0.120000,8.01460,136.144,5.67000,2.25949,8.69189,0.00000,0.00000,0.407700,0.00000,"Rebull et al. (2016)",3621.14,0.498450,0
"Pleiades","Gaia DR2 66623605713181184","66623605713181184","211101218","EPIC",58.50165875829000,24.58038022348000,3.74550,18.4655,120.000,0.120000,8.00940,136.144,5.67000,3.69559,12.6924,0.00000,0.00000,0.218400,0.00000,"Rebull et al. (2016)",2333.50,0.0846761,0
"Pleiades","Gaia DR2 65817762471854592","65817762471854592","211063361","EPIC",58.50297776769000,23.98308132491000,2.85760,15.9862,120.000,0.120000,NaN,136.144,5.67000,2.80769,10.2131,0.00000,0.00000,0.350200,0.00000,"Rebull et al. (2016)",3269.26,0.247260,0
"Pleiades","Gaia DR2 66584332530000512","66584332530000512","211085419","EPIC",58.53724009607000,24.33349562833000,1.36410,12.1847,120.000,0.120000,7.69480,136.144,5.67000,1.31419,6.41159,0.00000,0.00000,8.11920,0.00000,"Rebull et al. (2016)",4580.49,0.748017,0
"Pleiades","Gaia DR2 67085641114472320","67085641114472320","211143325","EPIC",58.54794345791000,25.31174044587000,3.06230,16.8085,120.000,0.120000,7.38000,136.144,5.67000,3.01239,11.0354,0.00000,0.00000,0.472900,0.00000,"Rebull et al. (2016)",3162.64,0.194845,1
"Pleiades","Gaia DR2 51625094581936256","51625094581936256","210873256","EPIC",58.55635169891000,20.97716016773000,3.26560,17.7700,120.000,0.120000,8.26990,136.144,5.67000,3.21569,11.9969,0.00000,0.00000,0.342500,0.00000,"Rebull et al. (2016)",3062.47,0.165439,0
"Pleiades","Gaia DR2 66584465673208448","66584465673208448","211086170","EPIC",58.56508965570000,24.34590761777000,3.44650,18.1779,120.000,0.120000,6.06400,136.144,5.67000,3.39659,12.4048,0.00000,0.00000,0.183600,0.00000,"Rebull et al. (2016)",2932.72,0.136362,0
"Pleiades","Gaia DR2 67281869581448704","67281869581448704","211153286","EPIC",58.57848142989000,25.49503750383000,1.49670,12.5315,120.000,0.120000,8.28370,136.144,5.67000,1.44679,6.75839,0.00000,0.00000,7.74150,0.00000,"Rebull et al. (2016)",4367.14,0.703562,0
"Pleiades","Gaia DR2 65819965792011904","65819965792011904","211069011","EPIC",58.59003701715000,24.07549461115000,0.703700,9.59060,120.000,0.120000,7.36170,136.144,5.67000,0.653786,3.81749,0.00000,0.00000,0.881700,0.00000,"Rebull et al. (2016)",6314.34,1.20811,1
"Pleiades","Gaia DR2 65701527774387840","65701527774387840","211041682","EPIC",58.59372879231000,23.63651913214000,2.95130,16.4987,120.000,0.120000,7.61790,136.144,5.67000,2.90139,10.7256,0.00000,0.00000,1.54500,0.00000,"Rebull et al. (2016)",3218.33,0.220266,0
"Pleiades","Gaia DR2 66628995894842624","66628995894842624","211109330","EPIC",58.60440100933000,24.71196485314000,3.41840,17.1701,120.000,0.120000,NaN,136.144,5.67000,3.36849,11.3970,0.00000,0.00000,0.177200,0.00000,"Rebull et al. (2016)",2958.65,0.140944,0
"Pleiades","Gaia DR2 66581961710329984","66581961710329984","211087059","EPIC",58.60525132146000,24.35989013150000,0.979000,10.8423,120.000,0.120000,7.36400,136.144,5.67000,0.929086,5.06919,0.00000,0.00000,0.689700,0.00000,"Rebull et al. (2016)",5454.65,0.951162,1
"Pleiades","Gaia DR2 51742471745296768","51742471745296768","210899950","EPIC",58.61605650386000,21.38954222557000,0.924100,10.7565,120.000,0.120000,7.45440,136.144,5.67000,0.874186,4.98339,0.00000,0.00000,4.54800,0.00000,"Rebull et al. (2016)",5611.36,0.992408,1
"Pleiades","Gaia DR2 65800930496992512","65800930496992512","211053776","EPIC",58.61658590282000,23.83518131098000,1.70620,12.5274,120.000,0.120000,7.53140,136.144,5.67000,1.65629,6.75429,0.00000,0.00000,3.05760,0.00000,"Rebull et al. (2016)",4104.37,0.640704,0
"Pleiades","Gaia DR2 65814979333012352","65814979333012352","211060762","EPIC",58.61721335274000,23.94320184653000,3.33380,18.0395,120.000,0.120000,6.98780,136.144,5.67000,3.28389,12.2664,0.00000,0.00000,0.348600,0.00000,"Rebull et al. (2016)",3022.12,0.153476,1
"Pleiades","Gaia DR2 66581549393480704","66581549393480704","211084620","EPIC",58.61863911432000,24.32093667328000,1.79230,13.5971,120.000,0.120000,7.34870,136.144,5.67000,1.74239,7.82399,0.00000,0.00000,4.62030,0.00000,"Rebull et al. (2016)",4017.27,0.621852,1
"Pleiades","Gaia DR2 67285614792891264","67285614792891264","211163008","EPIC",58.64011980502000,25.67862517076000,2.21810,13.8502,120.000,0.120000,5.49660,136.144,5.67000,2.16819,8.07709,0.00000,0.00000,0.665800,0.00000,"Rebull et al. (2016)",3683.51,0.540891,0
"Pleiades","Gaia DR2 63795455648004608","63795455648004608","210931244","EPIC",58.64505669860000,21.88371661645000,2.30160,14.6421,120.000,0.120000,7.38240,136.144,5.67000,2.25169,8.86899,0.00000,0.00000,2.77450,0.00000,"Rebull et al. (2016)",3626.43,0.502167,1
"Pleiades","Gaia DR2 66624357329718400","66624357329718400","211102300","EPIC",58.66312613969000,24.59833864078000,3.33390,18.0924,120.000,0.120000,7.48980,136.144,5.67000,3.28399,12.3193,0.00000,0.00000,0.225300,0.00000,"Rebull et al. (2016)",3022.01,0.153443,1
"Pleiades","Gaia DR2 67062757526760064","67062757526760064","211128979","EPIC",58.69320844570000,25.05017128770000,3.25740,17.9892,120.000,0.120000,5.84380,136.144,5.67000,3.20749,12.2161,0.00000,0.00000,0.401600,0.00000,"Rebull et al. (2016)",3066.96,0.166760,0
"Pleiades","Gaia DR2 67095674158018176","67095674158018176","211154974","EPIC",58.69397484613000,25.52626755361000,3.37120,17.1223,120.000,0.120000,7.72560,136.144,5.67000,3.32129,11.3492,0.00000,0.00000,0.721700,0.00000,"Rebull et al. (2016)",2996.33,0.147490,0
"Pleiades","Gaia DR2 66612473157921024","66612473157921024","211100931","EPIC",58.71910982976000,24.57606019390000,1.68340,12.6202,120.000,0.120000,7.07200,136.144,5.67000,1.63349,6.84709,0.00000,0.00000,8.79800,0.00000,"Rebull et al. (2016)",4129.22,0.646707,0
"Pleiades","Gaia DR2 67069835634816896","67069835634816896","211139534","EPIC",58.74187300712000,25.24128253991000,2.74230,15.7940,120.000,0.120000,7.54260,136.144,5.67000,2.69239,10.0209,0.00000,0.00000,1.18200,0.00000,"Rebull et al. (2016)",3337.22,0.283179,0
"Pleiades","Gaia DR2 65823676643738368","65823676643738368","211069510","EPIC",58.78745438640000,24.08390739052000,2.71500,15.6721,120.000,0.120000,7.44450,136.144,5.67000,2.66509,9.89899,0.00000,0.00000,1.82800,0.00000,"Rebull et al. (2016)",3354.04,0.293324,1
"Pleiades","Gaia DR2 50856471531291648","50856471531291648","210776021","EPIC",58.80686158699000,19.50449894169000,2.68730,15.5033,120.000,0.120000,7.40320,136.144,5.67000,2.63739,9.73019,0.00000,0.00000,2.42720,0.00000,"Rebull et al. (2016)",3371.36,0.307346,1
"Pleiades","Gaia DR2 50870902621391360","50870902621391360","210784223","EPIC",58.81567073650000,19.62935002672000,1.56530,12.6713,120.000,0.120000,8.81000,136.144,5.67000,1.51539,6.89819,0.00000,0.00000,0.268400,0.00000,"Rebull et al. (2016)",4272.00,0.681172,0
"Pleiades","Gaia DR2 67072236519533696","67072236519533696","211139818","EPIC",58.86279213094000,25.24592695626000,3.98480,18.5969,120.000,0.120000,5.69960,136.144,5.67000,3.93489,12.8238,0.00000,0.00000,0.654200,0.00000,"Rebull et al. (2016)",902.716,0.0129242,0
"Pleiades","Gaia DR2 65750627840192256","65750627840192256","211049922","EPIC",58.87094667115000,23.77224854143000,1.74190,13.5076,120.000,0.120000,7.20440,136.144,5.67000,1.69199,7.73449,0.00000,0.00000,3.01840,0.00000,"Rebull et al. (2016)",4067.01,0.631670,0
"Pleiades","Gaia DR2 51674920499533184","51674920499533184","210879932","EPIC",58.88317583292000,21.07927614347000,0.983100,10.8651,120.000,0.120000,8.13950,136.144,5.67000,0.933186,5.09199,0.00000,0.00000,5.55860,0.00000,"Rebull et al. (2016)",5443.26,0.948314,0
"Pleiades","Gaia DR2 65807218329068544","65807218329068544","211062846","EPIC",58.89344027918000,23.97442329448000,3.14470,17.2872,120.000,0.120000,7.08250,136.144,5.67000,3.09479,11.5141,0.00000,0.00000,0.502700,0.00000,"Rebull et al. (2016)",3123.25,0.183311,0
"Pleiades","Gaia DR2 51730067879582080","51730067879582080","210892390","EPIC",58.91469387435000,21.27260992079000,2.20950,14.3425,120.000,0.120000,6.63770,136.144,5.67000,2.15959,8.56939,0.00000,0.00000,1.40660,0.00000,"Rebull et al. (2016)",3689.44,0.542843,0
"Pleiades","Gaia DR2 65806050096074496","65806050096074496","211059650","EPIC",58.95312386512000,23.92664212529000,2.32780,14.3451,120.000,0.120000,NaN,136.144,5.67000,2.27789,8.57199,0.00000,0.00000,2.94810,0.00000,"Rebull et al. (2016)",3608.67,0.489652,0
"Pleiades","Gaia DR2 67074096242336384","67074096242336384","211142685","EPIC",58.98515596909000,25.29983573668000,2.71300,15.5451,120.000,0.120000,7.12060,136.144,5.67000,2.66309,9.77199,0.00000,0.00000,2.45970,0.00000,"Rebull et al. (2016)",3355.28,0.294304,0
"Pleiades","Gaia DR2 51681655008229632","51681655008229632","210886244","EPIC",58.98984925435000,21.17731312751000,2.75750,15.6009,120.000,0.120000,6.79040,136.144,5.67000,2.70759,9.82779,0.00000,0.00000,0.595900,0.00000,"Rebull et al. (2016)",3327.96,0.278435,0
"Pleiades","Gaia DR2 65864427293364864","65864427293364864","211099297","EPIC",58.99342927971000,24.54973976523000,1.35000,12.3209,120.000,0.120000,7.47880,136.144,5.67000,1.30009,6.54779,0.00000,0.00000,7.22560,0.00000,"Rebull et al. (2016)",4605.64,0.753534,1
"Pleiades","Gaia DR2 51761575759616000","51761575759616000","210909923","EPIC",59.01897779134000,21.54497132238000,2.88650,15.1092,120.000,0.120000,6.90950,136.144,5.67000,2.83659,9.33609,0.00000,0.00000,0.470400,0.00000,"Rebull et al. (2016)",3253.12,0.238711,0
"Pleiades","Gaia DR2 51365476695288064","51365476695288064","210846442","EPIC",59.04727637067000,20.57482830307000,2.72510,15.5988,120.000,0.120000,8.29470,136.144,5.67000,2.67519,9.82569,0.00000,0.00000,1.11990,0.00000,"Rebull et al. (2016)",3347.78,0.288869,0
"Pleiades","","","211129571","EPIC",52.95779022006000,22.83999770452000,2.90810,0.00000,120.000,0.120000,8.15610,136.144,5.67000,2.85819,-5.77311,0.00000,0.00000,0.874100,0.00000,"Rebull et al. (2016)",3241.33,0.232464,0
"Pleiades","Gaia DR2 51659389897901568","51659389897901568","210877423","EPIC",59.05134590806000,21.04067491855000,0.937200,10.6096,120.000,0.120000,6.02650,136.144,5.67000,0.887286,4.83649,0.00000,0.00000,5.39220,0.00000,"Rebull et al. (2016)",5573.26,0.980991,0
"Pleiades","Gaia DR2 67103405099117568","67103405099117568","211152884","EPIC",59.06596613571000,25.48751029867000,3.25950,17.0994,120.000,0.120000,7.45070,136.144,5.67000,3.20959,11.3263,0.00000,0.00000,0.468800,0.00000,"Rebull et al. (2016)",3065.82,0.166424,0
"Pleiades","Gaia DR2 65783029073414144","65783029073414144","211062206","EPIC",59.07754120345000,23.96422074607000,2.34090,14.7547,120.000,0.120000,7.46450,136.144,5.67000,2.29099,8.98159,0.00000,0.00000,1.13430,0.00000,"Rebull et al. (2016)",3599.81,0.483393,1
"Pleiades","Gaia DR2 51677669278703104","51677669278703104","210882573","EPIC",59.09302246139000,21.12119996997000,2.76640,15.8527,120.000,0.120000,7.57880,136.144,5.67000,2.71649,10.0796,0.00000,0.00000,0.612800,0.00000,"Rebull et al. (2016)",3322.57,0.275498,1
"Pleiades","Gaia DR2 66997817623367296","66997817623367296","211116507","EPIC",59.09797988706000,24.83222346478000,1.72340,13.4616,120.000,0.120000,7.12510,136.144,5.67000,1.67349,7.68849,0.00000,0.00000,3.32280,0.00000,"Rebull et al. (2016)",4086.14,0.636328,0
"Pleiades","Gaia DR2 50101210121892992","50101210121892992","210769047","EPIC",59.09976138917000,19.39808250406000,3.03500,16.9477,120.000,0.120000,6.77360,136.144,5.67000,2.98509,11.1746,0.00000,0.00000,0.643900,0.00000,"Rebull et al. (2016)",3175.96,0.198868,0
